03607402101;"с Белая Глина"
03607404101;"с Новопавловка"
03607407101;"ст-ца Успенская"
03607410101;"п Центральный"
03608101001;"г Белореченск"
03608402101;"ст-ца Бжедуховская"
03608404101;"с Великовечное"
03608405101;"п Дружный"
03608407101;"п Первомайский"
03608410101;"ст-ца Пшехская"
03608412101;"п Родники"
03608413101;"ст-ца Рязанская"
03608416101;"п Молодежный"
03608419101;"с Школьное"
03608420101;"п Южный"
03610402101;"ст-ца Батуринская"
03610404101;"с Большой Бейсуг"
03610407101;"ст-ца Брюховецкая"
03610410101;"ст-ца Новоджерелиевская"
03610413101;"с Новое Село"
03610416101;"ст-ца Переясловская"
03610419101;"с Свободное"
03610422101;"ст-ца Чепигинская"
03612402101;"п Бейсуг"
03612404101;"х Бейсужек Второй"
03612407101;"ст-ца Березанская"
03612410101;"ст-ца Бузиновская"
03612413101;"ст-ца Выселки"
03612416101;"п Газырь"
03612419101;"ст-ца Ирклиевская"
03612420101;"ст-ца Крупская"
03612422101;"ст-ца Новобейсугская"
03612425101;"ст-ца Новомалороссийская"
03613101001;"г Гулькевичи"
03613154051;"пгт Гирей"
03613162051;"пгт Красносельский"
03613404101;"п Венцы"
03613413101;"п Комсомольский"
03613416101;"п Кубань"
03613425101;"с Николенское"
03613429101;"с Новоукраинское"
03613434101;"с Отрадо-Кубанское"
03613437101;"с Отрадо-Ольгинское"
03613440101;"с Пушкинское"
03613445101;"ст-ца Скобелевская"
03613448101;"с Соколовское"
03613450101;"х Чаплыгин"
03613455101;"х Тысячный"
03614402101;"ст-ца Васюринская"
03614404101;"ст-ца Динская"
03614410101;"с Красносельское"
03614412101;"п Агроном"
03614414101;"ст-ца Нововеличковская"
03614416101;"ст-ца Новотитаровская"
03614419101;"с Первореченское"
03614422101;"ст-ца Пластуновская"
03614428101;"ст-ца Старомышастовская"
03614445101;"п Южный"
03616101001;"г Ейск"
03616402101;"с Александровка"
03616404101;"ст-ца Должанская"
03616407101;"п Октябрьский"
03616410101;"ст-ца Камышеватская"
03616413101;"ст-ца Копанская"
03616416101;"п Комсомолец"
03616419101;"с Кухаривка"
03616420101;"п Моревка"
03616421101;"п Советский"
03616422101;"ст-ца Ясенская"
03618101001;"г Кропоткин"
03618404101;"ст-ца Дмитриевская"
03618407101;"п им М. Горького"
03618410101;"ст-ца Кавказская"
03618413101;"ст-ца Казанская"
03618419101;"х Лосево"
03618422101;"п Мирской"
03618432101;"х Привольный"
03618452101;"ст-ца Темижбекская"
